English
Date         Expected         Predicted         Error
2016-12-16     325               382           57.0
2016-12-17     361               380           19.0
2016-12-18     400               351           49.0
2016-12-19     360               358           2.0
2016-12-20     363               362           1.0
2016-12-21     374               342           32.0
2016-12-22     346               361           15.0
2016-12-23     341               375           34.0
2016-12-24     361               370           9.0
2016-12-25     382               373           9.0
2016-12-26     377               372           5.0
2016-12-27     377               365           12.0
2016-12-28     379               351           28.0
2016-12-29     351               366           15.0
2016-12-30     355               375           20.0
2016-12-31     366               374           8.0
Russian
Date         Expected         Predicted         Error
2015-07-01     630               643           13.0
2015-07-02     641               589           52.0
2015-07-03     595               563           32.0
2015-07-04     559               604           45.0
2015-07-05     596               639           43.0
2015-07-06     641               619           22.0
2015-07-07     627               629           2.0
2015-07-08     624               642           18.0
2015-07-09     639               740           101.0
2015-07-10     732               655           77.0
2015-07-11     674               766           92.0
2015-07-12     745               762           17.0
2015-07-13     769               741           28.0
2015-07-14     745               716           29.0
2015-07-15     713               734           21.0
2015-07-16     727               714           13.0
2015-07-17     718               637           81.0
2015-07-18     644               732           88.0
2015-07-19     713               721           8.0
2015-07-20     732               708           24.0
2015-07-21     712               699           13.0
2015-07-22     695               620           75.0
2015-07-23     625               556           69.0
2015-07-24     554               508           46.0
2015-07-25     505               574           69.0
2015-07-26     565               604           39.0
2015-07-27     610               580           30.0
2015-07-28     588               582           6.0
2015-07-29     577               563           14.0
2015-07-30     562               553           9.0
2015-07-31     552               490           62.0
2015-08-01     495               566           71.0
2015-08-02     552               707           155.0
2015-08-03     701               721           20.0
2015-08-04     737               704           33.0
2015-08-05     705               720           15.0
2015-08-06     709               708           1.0
2015-08-07     709               642           67.0
2015-08-08     649               691           42.0
2015-08-09     678               668           10.0
2015-08-10     674               709           35.0
2015-08-11     705               723           18.0
2015-08-12     724               740           16.0
2015-08-13     740               747           7.0
2015-08-14     747               685           62.0
2015-08-15     690               731           41.0
2015-08-16     719               758           39.0
2015-08-17     759               770           11.0
2015-08-18     774               679           95.0
2015-08-19     688               594           94.0
2015-08-20     590               672           82.0
2015-08-21     653               648           5.0
2015-08-22     661               741           80.0
2015-08-23     734               837           103.0
2015-08-24     834               906           72.0
2015-08-25     909               722           187.0
2015-08-26     745               796           51.0
2015-08-27     765               739           26.0
2015-08-28     747               703           44.0
2015-08-29     708               775           67.0
2015-08-30     763               698           65.0
2015-08-31     713               692           21.0
2015-09-01     686               781           95.0
2015-09-02     768               779           11.0
2015-09-03     790               790           0.0
2015-09-04     790               770           20.0
2015-09-05     769               861           92.0
2015-09-06     848               787           61.0
2015-09-07     804               850           46.0
2015-09-08     838               855           17.0
2015-09-09     856               787           69.0
2015-09-10     796               780           16.0
2015-09-11     772               737           35.0
2015-09-12     739               861           122.0
2015-09-13     847               803           44.0
2015-09-14     823               826           3.0
2015-09-15     819               897           78.0
2015-09-16     886               862           24.0
2015-09-17     874               851           23.0
2015-09-18     849               843           6.0
2015-09-19     839               980           141.0
2015-09-20     965               925           40.0
2015-09-21     946               917           29.0
2015-09-22     913               943           30.0
2015-09-23     933               897           36.0
2015-09-24     904               856           48.0
2015-09-25     857               834           23.0
2015-09-26     830               930           100.0
2015-09-27     919               888           31.0
2015-09-28     904               906           2.0
2015-09-29     902               920           18.0
2015-09-30     916               873           43.0
2015-10-01     879               894           15.0
2015-10-02     887               913           26.0
2015-10-03     911               908           3.0
2015-10-04     911               854           57.0
2015-10-05     858               866           8.0
2015-10-06     858               893           35.0
2015-10-07     891               882           9.0
2015-10-08     888               846           42.0
2015-10-09     848               821           27.0
2015-10-10     818               916           98.0
2015-10-11     903               887           16.0
2015-10-12     901               873           28.0
2015-10-13     873               900           27.0
2015-10-14     891               865           26.0
2015-10-15     871               831           40.0
2015-10-16     832               819           13.0
2015-10-17     815               907           92.0
2015-10-18     897               872           25.0
2015-10-19     886               868           18.0
2015-10-20     866               880           14.0
2015-10-21     874               855           19.0
2015-10-22     858               819           39.0
2015-10-23     821               814           7.0
2015-10-24     810               899           89.0
2015-10-25     890               876           14.0
2015-10-26     888               886           2.0
2015-10-27     884               862           22.0
2015-10-28     861               868           7.0
2015-10-29     864               837           27.0
2015-10-30     841               810           31.0
2015-10-31     810               941           131.0
2015-11-01     924               865           59.0
2015-11-02     887               887           0.0
2015-11-03     879               991           112.0
2015-11-04     977               925           52.0
2015-11-05     944               908           36.0
2015-11-06     904               939           35.0
2015-11-07     928               962           34.0
2015-11-08     964               957           7.0
2015-11-09     962               981           19.0
2015-11-10     977               976           1.0
2015-11-11     977               1036           59.0
2015-11-12     1029               944           85.0
2015-11-13     958               945           13.0
2015-11-14     935               1034           99.0
2015-11-15     1022               943           79.0
2015-11-16     964               1024           60.0
2015-11-17     1008               970           38.0
2015-11-18     979               951           28.0
2015-11-19     950               931           19.0
2015-11-20     928               928           0.0
2015-11-21     926               1048           122.0
2015-11-22     1037               922           115.0
2015-11-23     948               976           28.0
2015-11-24     958               1019           61.0
2015-11-25     1014               956           58.0
2015-11-26     970               921           49.0
2015-11-27     917               935           18.0
2015-11-28     926               1000           74.0
2015-11-29     996               1075           79.0
2015-11-30     1077               904           173.0
2015-12-01     929               972           43.0
2015-12-02     944               930           14.0
2015-12-03     935               865           70.0
2015-12-04     874               895           21.0
2015-12-05     884               1044           160.0
2015-12-06     1032               901           131.0
2015-12-07     934               923           11.0
2015-12-08     906               906           0.0
2015-12-09     901               908           7.0
2015-12-10     910               895           15.0
2015-12-11     898               925           27.0
2015-12-12     921               1013           92.0
2015-12-13     1007               950           57.0
2015-12-14     966               914           52.0
2015-12-15     910               954           44.0
2015-12-16     941               946           5.0
2015-12-17     952               911           41.0
2015-12-18     916               928           12.0
2015-12-19     921               1033           112.0
2015-12-20     1023               915           108.0
2015-12-21     939               941           2.0
2015-12-22     926               854           72.0
2015-12-23     859               854           5.0
2015-12-24     848               838           10.0
2015-12-25     840               800           40.0
2015-12-26     805               852           47.0
2015-12-27     843               798           45.0
2015-12-28     809               767           42.0
2015-12-29     766               715           51.0
2015-12-30     715               756           41.0
2015-12-31     747               966           219.0
2016-01-01     951               963           12.0
2016-01-02     988               977           11.0
2016-01-03     975               998           23.0
2016-01-04     987               940           47.0
2016-01-05     945               1017           72.0
2016-01-06     1004               969           35.0
2016-01-07     981               998           17.0
2016-01-08     992               1117           125.0
2016-01-09     1105               1039           66.0
2016-01-10     1060               1122           62.0
2016-01-11     1106               1017           89.0
2016-01-12     1030               1020           10.0
2016-01-13     1010               1201           191.0
2016-01-14     1180               1055           125.0
2016-01-15     1092               1110           18.0
2016-01-16     1092               1114           22.0
2016-01-17     1110               1061           49.0
2016-01-18     1070               1078           8.0
2016-01-19     1071               1015           56.0
2016-01-20     1022               1050           28.0
2016-01-21     1042               1034           8.0
2016-01-22     1039               1025           14.0
2016-01-23     1026               1137           111.0
2016-01-24     1124               1040           84.0
2016-01-25     1061               1047           14.0
2016-01-26     1037               1061           24.0
2016-01-27     1054               981           73.0
2016-01-28     992               1017           25.0
2016-01-29     1006               1096           90.0
2016-01-30     1091               1045           46.0
2016-01-31     1061               1020           41.0
2016-02-01     1017               1476           459.0
2016-02-02     1424               1610           186.0
2016-02-03     1646               914           732.0
2016-02-04     1002               1026           24.0
2016-02-05     923               990           67.0
2016-02-06     988               995           7.0
2016-02-07     1021               1004           17.0
2016-02-08     1009               952           57.0
2016-02-09     953               987           34.0
2016-02-10     976               999           23.0
2016-02-11     1001               967           34.0
2016-02-12     974               1023           49.0
2016-02-13     1013               1103           90.0
2016-02-14     1099               1017           82.0
2016-02-15     1035               994           41.0
2016-02-16     986               962           24.0
2016-02-17     958               920           38.0
2016-02-18     923               920           3.0
2016-02-19     918               903           15.0
2016-02-20     905               942           37.0
2016-02-21     937               948           11.0
2016-02-22     952               1016           64.0
2016-02-23     1010               906           104.0
2016-02-24     922               929           7.0
2016-02-25     914               895           19.0
2016-02-26     897               955           58.0
2016-02-27     949               1107           158.0
2016-02-28     1098               1153           55.0
2016-02-29     1165               957           208.0
2016-03-01     980               999           19.0
2016-03-02     967               994           27.0
2016-03-03     994               901           93.0
2016-03-04     918               1068           150.0
2016-03-05     1042               1011           31.0
2016-03-06     1031               1090           59.0
2016-03-07     1081               1081           0.0
2016-03-08     1084               1047           37.0
2016-03-09     1049               979           70.0
2016-03-10     979               999           20.0
2016-03-11     989               942           47.0
2016-03-12     951               1069           118.0
2016-03-13     1053               1017           36.0
2016-03-14     1035               1062           27.0
2016-03-15     1054               1028           26.0
2016-03-16     1031               1019           12.0
2016-03-17     1016               934           82.0
2016-03-18     940               978           38.0
2016-03-19     965               999           34.0
2016-03-20     1002               972           30.0
2016-03-21     980               1102           122.0
2016-03-22     1085               892           193.0
2016-03-23     924               994           70.0
2016-03-24     963               921           42.0
2016-03-25     932               951           19.0
2016-03-26     947               988           41.0
2016-03-27     986               991           5.0
2016-03-28     995               952           43.0
2016-03-29     956               895           61.0
2016-03-30     895               997           102.0
2016-03-31     979               859           120.0
2016-04-01     884               1020           136.0
2016-04-02     992               1095           103.0
2016-04-03     1099               983           116.0
2016-04-04     1007               1004           3.0
2016-04-05     986               968           18.0
2016-04-06     967               949           18.0
2016-04-07     951               856           95.0
2016-04-08     864               843           21.0
2016-04-09     835               1046           211.0
2016-04-10     1024               916           108.0
2016-04-11     953               1078           125.0
2016-04-12     1050               908           142.0
2016-04-13     932               917           15.0
2016-04-14     901               896           5.0
2016-04-15     894               828           66.0
2016-04-16     837               905           68.0
2016-04-17     891               878           13.0
2016-04-18     888               939           51.0
2016-04-19     933               988           55.0
2016-04-20     986               1013           27.0
2016-04-21     1016               958           58.0
2016-04-22     965               879           86.0
2016-04-23     878               1070           192.0
2016-04-24     1040               1071           31.0
2016-04-25     1093               924           169.0
2016-04-26     944               908           36.0
2016-04-27     886               931           45.0
2016-04-28     922               803           119.0
2016-04-29     825               861           36.0
2016-04-30     845               894           49.0
2016-05-01     893               865           28.0
2016-05-02     875               936           61.0
2016-05-03     925               935           10.0
2016-05-04     940               915           25.0
2016-05-05     918               948           30.0
2016-05-06     940               982           42.0
2016-05-07     980               880           100.0
2016-05-08     895               1001           106.0
2016-05-09     978               998           20.0
2016-05-10     1008               955           53.0
2016-05-11     963               973           10.0
2016-05-12     963               867           96.0
2016-05-13     877               983           106.0
2016-05-14     962               1170           208.0
2016-05-15     1163               934           229.0
2016-05-16     981               972           9.0
2016-05-17     941               906           35.0
2016-05-18     905               933           28.0
2016-05-19     931               830           101.0
2016-05-20     845               868           23.0
2016-05-21     854               932           78.0
2016-05-22     927               851           76.0
2016-05-23     869               879           10.0
2016-05-24     867               809           58.0
2016-05-25     814               818           4.0
2016-05-26     812               776           36.0
2016-05-27     781               807           26.0
2016-05-28     801               850           49.0
2016-05-29     849               802           47.0
2016-05-30     813               784           29.0
2016-05-31     779               778           1.0
2016-06-01     774               782           8.0
2016-06-02     782               759           23.0
2016-06-03     763               869           106.0
2016-06-04     855               830           25.0
2016-06-05     845               877           32.0
2016-06-06     869               813           56.0
2016-06-07     820               840           20.0
2016-06-08     830               811           19.0
2016-06-09     815               832           17.0
2016-06-10     828               839           11.0
2016-06-11     840               896           56.0
2016-06-12     892               881           11.0
2016-06-13     888               860           28.0
2016-06-14     860               873           13.0
2016-06-15     867               853           14.0
2016-06-16     855               806           49.0
2016-06-17     809               746           63.0
2016-06-18     746               842           96.0
2016-06-19     826               863           37.0
2016-06-20     873               832           41.0
2016-06-21     841               831           10.0
2016-06-22     824               740           84.0
2016-06-23     746               767           21.0
2016-06-24     756               697           59.0
2016-06-25     707               767           60.0
2016-06-26     756               815           59.0
2016-06-27     817               755           62.0
2016-06-28     768               716           52.0
2016-06-29     711               718           7.0
2016-06-30     710               722           12.0
2016-07-01     723               726           3.0
2016-07-02     729               766           37.0
2016-07-03     763               728           35.0
2016-07-04     735               761           26.0
2016-07-05     753               766           13.0
2016-07-06     766               829           63.0
2016-07-07     824               736           88.0
2016-07-08     751               682           69.0
2016-07-09     677               880           203.0
2016-07-10     851               826           25.0
2016-07-11     854               729           125.0
2016-07-12     738               773           35.0
2016-07-13     749               787           38.0
2016-07-14     788               703           85.0
2016-07-15     718               689           29.0
2016-07-16     681               737           56.0
2016-07-17     728               723           5.0
2016-07-18     732               741           9.0
2016-07-19     739               1042           303.0
2016-07-20     1012               1309           297.0
2016-07-21     1314               1743           429.0
2016-07-22     1730               1963           233.0
2016-07-23     1976               2413           437.0
2016-07-24     2380               2739           359.0
2016-07-25     2737               2788           51.0
2016-07-26     2809               2952           143.0
2016-07-27     2925               2966           41.0
2016-07-28     2965               2887           78.0
2016-07-29     2894               2684           210.0
2016-07-30     2691               2756           65.0
2016-07-31     2724               2943           219.0
2016-08-01     2934               2919           15.0
2016-08-02     2951               2683           268.0
2016-08-03     2704               2435           269.0
2016-08-04     2423               2218           205.0
2016-08-05     2209               1986           223.0
2016-08-06     1996               2047           51.0
2016-08-07     2028               2283           255.0
2016-08-08     2274               2326           52.0
2016-08-09     2357               2532           175.0
2016-08-10     2516               2572           56.0
2016-08-11     2578               2693           115.0
2016-08-12     2681               2410           271.0
2016-08-13     2444               2678           234.0
2016-08-14     2619               2877           258.0
2016-08-15     2879               2553           326.0
2016-08-16     2618               632           1986.0
2016-08-17     781               1030           249.0
2016-08-18     771               719           52.0
2016-08-19     790               733           57.0
2016-08-20     787               890           103.0
2016-08-21     878               774           104.0
2016-08-22     795               790           5.0
2016-08-23     777               718           59.0
2016-08-24     722               733           11.0
2016-08-25     727               709           18.0
2016-08-26     714               661           53.0
2016-08-27     665               701           36.0
2016-08-28     691               753           62.0
2016-08-29     751               757           6.0
2016-08-30     764               705           59.0
2016-08-31     709               703           6.0
2016-09-01     695               804           109.0
2016-09-02     792               798           6.0
2016-09-03     812               826           14.0
2016-09-04     824               793           31.0
2016-09-05     794               805           11.0
2016-09-06     799               775           24.0
2016-09-07     778               820           42.0
2016-09-08     813               842           29.0
2016-09-09     844               800           44.0
2016-09-10     807               902           95.0
2016-09-11     886               865           21.0
2016-09-12     877               848           29.0
2016-09-13     847               871           24.0
2016-09-14     863               868           5.0
2016-09-15     870               827           43.0
2016-09-16     832               784           48.0
2016-09-17     783               950           167.0
2016-09-18     928               887           41.0
2016-09-19     912               880           32.0
2016-09-20     877               904           27.0
2016-09-21     893               827           66.0
2016-09-22     837               839           2.0
2016-09-23     831               758           73.0
2016-09-24     765               890           125.0
2016-09-25     870               831           39.0
2016-09-26     850               965           115.0
2016-09-27     949               789           160.0
2016-09-28     815               850           35.0
2016-09-29     826               773           53.0
2016-09-30     781               755           26.0
2016-10-01     755               844           89.0
2016-10-02     832               838           6.0
2016-10-03     849               902           53.0
2016-10-04     896               1294           398.0
2016-10-05     1258               1420           162.0
2016-10-06     1448               773           675.0
2016-10-07     851               1023           172.0
2016-10-08     913               915           2.0
2016-10-09     938               885           53.0
2016-10-10     906               853           53.0
2016-10-11     851               886           35.0
2016-10-12     876               893           17.0
2016-10-13     897               972           75.0
2016-10-14     967               1108           141.0
2016-10-15     1101               1138           37.0
2016-10-16     1148               935           213.0
2016-10-17     956               935           21.0
2016-10-18     907               883           24.0
2016-10-19     884               867           17.0
2016-10-20     871               848           23.0
2016-10-21     851               900           49.0
2016-10-22     893               953           60.0
2016-10-23     953               903           50.0
2016-10-24     914               863           51.0
2016-10-25     860               877           17.0
2016-10-26     868               835           33.0
2016-10-27     842               847           5.0
2016-10-28     844               845           1.0
2016-10-29     845               899           54.0
2016-10-30     894               976           82.0
2016-10-31     973               926           47.0
2016-11-01     939               943           4.0
2016-11-02     934               960           26.0
2016-11-03     956               958           2.0
2016-11-04     961               973           12.0
2016-11-05     972               1034           62.0
2016-11-06     1028               1002           26.0
2016-11-07     1011               1046           35.0
2016-11-08     1038               1570           532.0
2016-11-09     1520               1007           513.0
2016-11-10     1118               1070           48.0
2016-11-11     1006               1022           16.0
2016-11-12     1006               1078           72.0
2016-11-13     1084               1039           45.0
2016-11-14     1056               1072           16.0
2016-11-15     1063               974           89.0
2016-11-16     982               973           9.0
2016-11-17     963               948           15.0
2016-11-18     950               1001           51.0
2016-11-19     997               1051           54.0
2016-11-20     1052               962           90.0
2016-11-21     976               1002           26.0
2016-11-22     986               945           41.0
2016-11-23     951               939           12.0
2016-11-24     937               903           34.0
2016-11-25     905               1054           149.0
2016-11-26     1036               1088           52.0
2016-11-27     1101               1057           44.0
2016-11-28     1066               1125           59.0
2016-11-29     1108               1035           73.0
2016-11-30     1047               1073           26.0
2016-12-01     1061               990           71.0
2016-12-02     999               1037           38.0
2016-12-03     1026               1073           47.0
2016-12-04     1073               970           103.0
2016-12-05     986               976           10.0
2016-12-06     963               921           42.0
2016-12-07     924               953           29.0
2016-12-08     948               912           36.0
2016-12-09     920               962           42.0
2016-12-10     954               976           22.0
2016-12-11     978               964           14.0
2016-12-12     968               954           14.0
2016-12-13     952               955           3.0
2016-12-14     952               991           39.0
2016-12-15     987               909           78.0
2016-12-16     922               941           19.0
2016-12-17     929               1003           74.0
2016-12-18     998               946           52.0
2016-12-19     961               997           36.0
2016-12-20     986               948           38.0
2016-12-21     954               895           59.0
2016-12-22     897               892           5.0
2016-12-23     885               873           12.0
2016-12-24     875               1149           274.0
2016-12-25     1121               1077           44.0
2016-12-26     1113               1000           113.0
2016-12-27     1002               948           54.0
2016-12-28     932               900           32.0
2016-12-29     898               793           105.0
2016-12-30     804               900           96.0
2016-12-31     881               887           6.0
Spanish
Date         Expected         Predicted         Error
2015-07-01     1086               1023           63.0
2015-07-02     1038               939           99.0
2015-07-03     955               917           38.0
2015-07-04     897               1049           152.0
2015-07-05     975               1139           164.0
2015-07-06     1111               1056           55.0
2015-07-07     1083               1013           70.0
2015-07-08     1051               954           97.0
2015-07-09     1031               897           134.0
2015-07-10     938               934           4.0
2015-07-11     843               1072           229.0
2015-07-12     961               1084           123.0
2015-07-13     1090               1105           15.0
2015-07-14     1145               1031           114.0
2015-07-15     1082               940           142.0
2015-07-16     1030               872           158.0
2015-07-17     927               906           21.0
2015-07-18     807               1013           206.0
2015-07-19     863               1078           215.0
2015-07-20     1013               987           26.0
2015-07-21     1004               996           8.0
2015-07-22     1033               868           165.0
2015-07-23     969               789           180.0
2015-07-24     861               838           23.0
2015-07-25     772               964           192.0
2015-07-26     851               1011           160.0
2015-07-27     980               982           2.0
2015-07-28     973               942           31.0
2015-07-29     984               835           149.0
2015-07-30     936               786           150.0
2015-07-31     845               815           30.0
2015-08-01     738               923           185.0
2015-08-02     810               880           70.0
2015-08-03     835               1022           187.0
2015-08-04     1013               951           62.0
2015-08-05     1025               913           112.0
2015-08-06     1026               818           208.0
2015-08-07     912               847           65.0
2015-08-08     839               964           125.0
2015-08-09     917               1062           145.0
2015-08-10     980               1152           172.0
2015-08-11     1138               1083           55.0
2015-08-12     1144               990           154.0
2015-08-13     1104               880           224.0
2015-08-14     943               874           69.0
2015-08-15     817               996           179.0
2015-08-16     888               1190           302.0
2015-08-17     1096               1195           99.0
2015-08-18     1197               1133           64.0
2015-08-19     1206               985           221.0
2015-08-20     1142               920           222.0
2015-08-21     1043               936           107.0
2015-08-22     888               1188           300.0
2015-08-23     1035               1330           295.0
2015-08-24     1278               1422           144.0
2015-08-25     1483               1360           123.0
2015-08-26     1500               1259           241.0
2015-08-27     1455               1082           373.0
2015-08-28     1237               1057           180.0
2015-08-29     954               1385           431.0
2015-08-30     1153               1560           407.0
2015-08-31     1431               1531           100.0
2015-09-01     1509               1448           61.0
2015-09-02     1508               1234           274.0
2015-09-03     1463               1026           437.0
2015-09-04     1215               1146           69.0
2015-09-05     997               1403           406.0
2015-09-06     1162               1554           392.0
2015-09-07     1471               1519           48.0
2015-09-08     1526               1433           93.0
2015-09-09     1505               1197           308.0
2015-09-10     1419               1049           370.0
2015-09-11     1207               1122           85.0
2015-09-12     969               1382           413.0
2015-09-13     1111               1478           367.0
2015-09-14     1379               1340           39.0
2015-09-15     1323               1253           70.0
2015-09-16     1279               1248           31.0
2015-09-17     1454               1000           454.0
2015-09-18     1205               1110           95.0
2015-09-19     973               1356           383.0
2015-09-20     1166               1407           241.0
2015-09-21     1450               1468           18.0
2015-09-22     1504               1511           7.0
2015-09-23     1505               1182           323.0
2015-09-24     1386               1002           384.0
2015-09-25     1137               1152           15.0
2015-09-26     987               1405           418.0
2015-09-27     1168               1521           353.0
2015-09-28     1438               1489           51.0
2015-09-29     1505               1362           143.0
2015-09-30     1485               1172           313.0
2015-10-01     1402               1069           333.0
2015-10-02     1195               1136           59.0
2015-10-03     979               1376           397.0
2015-10-04     1127               1469           342.0
2015-10-05     1374               1458           84.0
2015-10-06     1466               1370           96.0
2015-10-07     1458               1190           268.0
2015-10-08     1397               1057           340.0
2015-10-09     1218               1134           84.0
2015-10-10     1025               1382           357.0
2015-10-11     1172               1617           445.0
2015-10-12     1558               1556           2.0
2015-10-13     1617               1485           132.0
2015-10-14     1585               1289           296.0
2015-10-15     1496               1098           398.0
2015-10-16     1253               1219           34.0
2015-10-17     1064               1538           474.0
2015-10-18     1250               1581           331.0
2015-10-19     1483               1537           54.0
2015-10-20     1542               1454           88.0
2015-10-21     1550               1251           299.0
2015-10-22     1478               1110           368.0
2015-10-23     1243               1208           35.0
2015-10-24     1055               1429           374.0
2015-10-25     1213               1546           333.0
2015-10-26     1466               1552           86.0
2015-10-27     1554               1433           121.0
2015-10-28     1521               1194           327.0
2015-10-29     1394               1031           363.0
2015-10-30     1142               1119           23.0
2015-10-31     958               1279           321.0
2015-11-01     1011               1443           432.0
2015-11-02     1296               1403           107.0
2015-11-03     1404               1370           34.0
2015-11-04     1492               1205           287.0
2015-11-05     1460               1043           417.0
2015-11-06     1238               1059           179.0
2015-11-07     1001               1379           378.0
2015-11-08     1181               1539           358.0
2015-11-09     1454               1552           98.0
2015-11-10     1514               1422           92.0
2015-11-11     1465               1210           255.0
2015-11-12     1407               1041           366.0
2015-11-13     1195               1176           19.0
2015-11-14     1030               1355           325.0
2015-11-15     1111               1449           338.0
2015-11-16     1348               1451           103.0
2015-11-17     1471               1447           24.0
2015-11-18     1550               1214           336.0
2015-11-19     1426               1040           386.0
2015-11-20     1168               1081           87.0
2015-11-21     984               1362           378.0
2015-11-22     1164               1529           365.0
2015-11-23     1413               1565           152.0
2015-11-24     1534               1326           208.0
2015-11-25     1429               1099           330.0
2015-11-26     1298               995           303.0
2015-11-27     1108               1079           29.0
2015-11-28     922               1318           396.0
2015-11-29     1053               1359           306.0
2015-11-30     1221               1228           7.0
2015-12-01     1231               1146           85.0
2015-12-02     1219               995           224.0
2015-12-03     1158               879           279.0
2015-12-04     983               930           53.0
2015-12-05     802               1073           271.0
2015-12-06     889               1149           260.0
2015-12-07     1083               1143           60.0
2015-12-08     1139               1076           63.0
2015-12-09     1127               949           178.0
2015-12-10     1106               797           309.0
2015-12-11     927               899           28.0
2015-12-12     821               1069           248.0
2015-12-13     919               1123           204.0
2015-12-14     1060               1023           37.0
2015-12-15     995               962           33.0
2015-12-16     962               813           149.0
2015-12-17     918               741           177.0
2015-12-18     788               852           64.0
2015-12-19     740               921           181.0
2015-12-20     800               835           35.0
2015-12-21     809               790           19.0
2015-12-22     763               713           50.0
2015-12-23     712               607           105.0
2015-12-24     646               646           0.0
2015-12-25     637               790           153.0
2015-12-26     750               762           12.0
2015-12-27     763               808           45.0
2015-12-28     845               771           74.0
2015-12-29     857               698           159.0
2015-12-30     779               694           85.0
2015-12-31     694               750           56.0
2016-01-01     687               854           167.0
2016-01-02     822               878           56.0
2016-01-03     846               910           64.0
2016-01-04     916               915           1.0
2016-01-05     1022               800           222.0
2016-01-06     928               929           1.0
2016-01-07     966               1047           81.0
2016-01-08     1053               1003           50.0
2016-01-09     1022               1149           127.0
2016-01-10     1120               1430           310.0
2016-01-11     1502               1214           288.0
2016-01-12     1398               1261           137.0
2016-01-13     1300               1269           31.0
2016-01-14     1301               1126           175.0
2016-01-15     1176               1191           15.0
2016-01-16     1029               1333           304.0
2016-01-17     1062               1276           214.0
2016-01-18     1247               1284           37.0
2016-01-19     1334               1277           57.0
2016-01-20     1322               1184           138.0
2016-01-21     1307               1092           215.0
2016-01-22     1224               1037           187.0
2016-01-23     1001               1285           284.0
2016-01-24     1128               1422           294.0
2016-01-25     1377               1420           43.0
2016-01-26     1458               1478           20.0
2016-01-27     1544               1225           319.0
2016-01-28     1383               1012           371.0
2016-01-29     1128               1154           26.0
2016-01-30     1037               1430           393.0
2016-01-31     1255               1398           143.0
2016-02-01     1284               1484           200.0
2016-02-02     1408               1348           60.0
2016-02-03     1488               1219           269.0
2016-02-04     1461               1144           317.0
2016-02-05     1227               1192           35.0
2016-02-06     1067               1285           218.0
2016-02-07     1181               1570           389.0
2016-02-08     1501               1519           18.0
2016-02-09     1498               1713           215.0
2016-02-10     1809               1263           546.0
2016-02-11     1540               1127           413.0
2016-02-12     1239               1232           7.0
2016-02-13     1103               1471           368.0
2016-02-14     1275               1573           298.0
2016-02-15     1436               1699           263.0
2016-02-16     1549               1465           84.0
2016-02-17     1623               1244           379.0
2016-02-18     1511               1151           360.0
2016-02-19     1262               1221           41.0
2016-02-20     1092               1441           349.0
2016-02-21     1272               1558           286.0
2016-02-22     1449               1572           123.0
2016-02-23     1518               1426           92.0
2016-02-24     1513               1212           301.0
2016-02-25     1419               1092           327.0
2016-02-26     1194               1220           26.0
2016-02-27     1077               1457           380.0
2016-02-28     1291               1808           517.0
2016-02-29     1806               1536           270.0
2016-03-01     1629               1520           109.0
2016-03-02     1621               1322           299.0
2016-03-03     1568               1266           302.0
2016-03-04     1408               1459           51.0
2016-03-05     1248               1713           465.0
2016-03-06     1402               1591           189.0
2016-03-07     1589               1651           62.0
2016-03-08     1683               1571           112.0
2016-03-09     1654               1348           306.0
2016-03-10     1498               1247           251.0
2016-03-11     1323               1230           93.0
2016-03-12     1078               1509           431.0
2016-03-13     1280               1593           313.0
2016-03-14     1491               1542           51.0
2016-03-15     1548               1475           73.0
2016-03-16     1586               1232           354.0
2016-03-17     1435               1071           364.0
2016-03-18     1190               1165           25.0
2016-03-19     995               1325           330.0
2016-03-20     1092               1342           250.0
2016-03-21     1189               1292           103.0
2016-03-22     1193               1061           132.0
2016-03-23     1081               948           133.0
2016-03-24     1075               989           86.0
2016-03-25     1111               1152           41.0
2016-03-26     1135               1302           167.0
2016-03-27     1263               1403           140.0
2016-03-28     1484               1286           198.0
2016-03-29     1447               1380           67.0
2016-03-30     1476               1342           134.0
2016-03-31     1421               1218           203.0
2016-04-01     1217               1270           53.0
2016-04-02     1109               1459           350.0
2016-04-03     1294               1513           219.0
2016-04-04     1506               1521           15.0
2016-04-05     1538               1507           31.0
2016-04-06     1608               1302           306.0
